ticket_id,event_id,section,available,price,row,seller_id
224,164,154,8,55,14,4
225,164,546,3,56,4,4
226,164,554,8,56,10,4
227,164,552,8,56,10,4
228,164,544,3,56,7,4
229,164,550,3,56,7,4
230,164,520,5,56,15,4
231,164,518,2,56,4,4
232,164,510,7,55,1,4
233,164,516,2,56,2,4
234,164,159,4,58,8,4
235,164,542,2,54,2,4
236,164,106,4,56,9,4
237,164,152,8,55,4,4
238,164,152,4,55,5,4
239,164,535,10,56,3,4
240,164,155,11,56,16,4
241,164,103,5,56,3,4
242,164,159,8,57,13,4
243,164,544,8,57,6,4
244,164,544,6,57,7,4
245,164,548,8,61,9,4
246,164,527,6,54,3,4
247,164,163,4,56,25,4
248,164,509,6,59,9,4
249,164,103,4,58,5,4
250,164,509,2,59,9,4
251,164,565,2,59,7,4
252,164,117,3,59,12,4
253,164,155,11,60,17,4
254,164,531,8,61,20,4
255,164,528,6,61,12,4
256,164,161,21,59,27,4
257,164,530,8,61,18,4
258,164,522,4,61,8,4
259,164,527,8,61,13,4
260,164,112,8,60,17,4
261,164,526,4,57,2,4
262,164,159,3,61,2,4
263,164,110,2,63,12,4
264,164,101,4,62,3,4
265,164,114,8,62,14,4
266,164,162,2,63,3,4
267,164,156,2,62,11,4
268,164,159,6,67,5,4
269,164,538,2,65,8,4
270,164,526,4,65,15,4
271,164,526,2,65,10,4
272,164,522,6,65,13,4
273,164,540,2,65,7,4
274,164,528,8,65,18,4
275,164,537,6,63,1,4
276,164,524,8,65,18,4
277,164,533,6,65,19,4
278,164,534,8,65,21,4
279,164,534,6,65,20,4
280,164,527,8,65,14,4
281,164,526,8,65,18,4
282,164,524,2,65,12,4
283,164,530,8,65,21,4
284,164,522,8,65,20,4
285,164,153,6,63,3,4
286,164,542,2,66,4,4
287,164,536,3,66,7,4
288,164,542,3,66,20,4
289,164,535,2,66,8,4
290,164,537,4,66,7,4
291,164,528,3,66,7,4
292,164,527,4,66,8,4
293,164,529,4,66,7,4
294,164,536,2,66,9,4
295,164,530,8,66,19,4
296,164,160,2,67,10,4
297,164,121,4,65,29,4
298,164,101,4,65,4,4
299,164,120,2,65,26,4
300,164,162,6,65,4,4
301,164,531,8,67,21,4
302,164,102,4,65,2,4
303,164,137,2,67,28,4
304,164,163,6,67,4,4
305,164,110,2,67,12,4
306,164,154,2,67,6,4
307,164,160,2,67,3,4
308,164,115,6,71,16,4
309,164,538,5,65,1,4
310,164,117,4,70,13,4
311,164,159,5,72,6,4
312,164,159,5,72,7,4
313,164,115,6,72,15,4
314,164,115,8,72,17,4
315,164,120,4,71,18,4
316,164,160,8,71,4,4
317,164,106,5,73,26,4
318,164,344,4,74,3,4
319,164,164,8,74,3,4
320,164,161,4,75,12,4
321,164,161,4,75,12,4
322,164,138,4,76,22,4
323,164,162,6,76,6,4
324,164,140,2,76,26,4
325,164,136,2,77,28,4
326,164,161,10,77,5,4
327,164,131,4,78,27,4
328,164,147,2,78,2,4
329,164,162,23,78,24,4
330,164,161,4,84,7,4
331,164,107,10,79,19,4
332,164,136,2,79,27,4
333,164,135,4,80,19,4
334,164,136,4,80,26,4
335,164,148,8,80,13,4
336,164,120,4,80,25,4
337,164,538,2,82,4,4
338,164,538,4,82,3,4
339,164,107,2,81,11,4
340,164,107,4,81,12,4
341,164,320,3,82,5,4
342,164,130,4,82,25,4
343,164,536,3,84,2,4
344,164,535,3,84,2,4
345,164,533,2,84,3,4
346,164,526,3,84,2,4
347,164,540,3,84,5,4
348,164,537,4,84,3,4
349,164,527,2,84,2,4
350,164,529,2,84,2,4
351,164,530,2,84,5,4
352,164,533,2,84,4,4
353,164,138,4,86,26,4
354,164,344,2,83,3,4
355,164,138,4,83,19,4
356,164,163,10,83,3,4
357,164,145,4,83,14,4
358,164,164,7,84,7,4
359,164,142,4,86,19,4
360,164,123,6,86,27,4
361,164,346,2,86,4,4
362,164,110,2,88,14,4
363,164,155,8,88,31,4
364,164,109,8,88,30,4
365,164,109,6,88,28,4
366,164,143,4,87,16,4
367,164,565,10,87,12,4
368,164,565,10,87,11,4
369,164,506,6,87,9,4
370,164,506,9,87,8,4
371,164,509,3,87,10,4
372,164,509,4,87,7,4
373,164,556,9,87,11,4
374,164,556,4,87,12,4
375,164,509,4,87,8,4
376,164,509,4,87,8,4
377,164,143,4,88,21,4
378,164,117,2,87,2,4
379,164,508,2,88,2,4
380,164,141,5,92,13,4
381,164,120,4,89,13,4
382,164,156,4,91,20,4
383,164,109,5,91,25,4
384,164,108,4,91,23,4
385,164,154,3,91,13,4
386,164,102,6,89,2,4
387,164,108,3,90,13,4
388,164,108,2,90,16,4
389,164,108,2,90,17,4
390,164,142,4,90,21,4
391,164,123,7,91,17,4
392,164,114,2,94,1,4
393,164,109,2,93,23,4
394,164,108,2,93,19,4
395,164,154,3,93,15,4
396,164,101,4,98,12,4
397,164,120,4,92,21,4
398,164,113,2,92,6,4
399,164,136,4,95,23,4
400,164,138,2,95,21,4
401,164,140,4,92,20,4
402,164,125,6,92,28,4
403,164,350,4,92,3,4
404,164,160,2,94,1,4
405,164,350,2,95,3,4
406,164,136,8,95,29,4
407,164,142,4,95,22,4
408,164,164,4,103,11,4
409,164,141,4,98,31,4
410,164,144,8,97,15,4
411,164,117,4,97,27,4
412,164,136,4,97,18,4
413,164,120,4,98,12,4
414,164,129,2,98,14,4
415,164,144,8,98,23,4
416,164,120,8,99,22,4
417,164,130,6,106,18,4
418,164,147,2,100,2,4
419,164,149,2,100,1,4
420,164,143,10,100,26,4
421,164,162,8,108,21,4
422,164,140,4,103,33,4
423,164,100,2,102,3,4
424,164,113,4,102,5,4
425,164,352,3,102,1,4
426,164,163,13,102,2,4
427,164,132,5,102,19,4
428,164,340,6,102,2,4
429,164,316,6,102,2,4
430,164,135,6,103,14,4
431,164,135,2,104,28,4
432,164,102,2,103,1,4
433,164,342,4,104,2,4
434,164,150,2,104,35,4
435,164,145,2,105,4,4
436,164,141,4,105,14,4
437,164,164,2,107,3,4
438,164,156,3,107,13,4
439,164,156,3,107,15,4
440,164,156,3,107,16,4
441,164,139,4,107,32,4
442,164,163,4,108,5,4
443,164,163,3,108,12,4
444,164,164,2,108,10,4
445,164,162,4,108,12,4
446,164,160,4,108,12,4
447,164,161,2,108,5,4
448,164,342,6,107,3,4
449,164,124,4,107,24,4
450,164,156,2,109,12,4
451,164,156,3,109,14,4
452,164,156,2,109,17,4
453,164,159,2,110,8,4
454,164,102,4,110,7,4
455,164,159,2,110,7,4
456,164,158,4,110,8,4
457,164,103,2,110,28,4
458,164,106,2,110,10,4
459,164,159,4,110,27,4
460,164,118,4,112,6,4
461,164,141,6,109,19,4
462,164,119,2,113,2,4
463,164,144,4,110,12,4
464,164,148,4,117,8,4
465,164,122,2,110,15,4
466,164,346,4,112,1,4
467,164,137,2,110,12,4
468,164,348,4,111,4,4
469,164,119,10,111,9,4
470,164,342,4,111,3,4
471,164,318,3,114,5,4
472,164,141,8,114,24,4
473,164,143,5,114,25,4
474,164,326,10,115,3,4
475,164,350,4,118,1,4
476,164,146,8,123,28,4
477,164,146,8,123,29,4
478,164,118,2,122,5,4
479,164,145,3,119,3,4
480,164,143,10,119,24,4
481,164,146,4,127,2,4
482,164,128,5,122,24,4
483,164,320,10,120,1,4
484,164,125,8,120,19,4
485,164,318,10,120,2,4
486,164,121,2,128,7,4
487,164,121,10,124,20,4
488,164,122,4,127,24,4
489,164,128,3,128,22,4
490,164,128,3,131,14,4
491,164,346,5,127,1,4
492,164,132,2,128,17,4
493,164,117,6,129,2,4
494,164,122,8,129,21,4
495,164,316,6,129,3,4
496,164,122,4,133,23,4
497,164,516,22,142,11,4
498,164,516,22,142,12,4
499,164,522,22,142,10,4
500,164,522,22,142,11,4
501,164,137,2,134,17,4
502,164,131,3,134,17,4
503,164,132,3,134,17,4
504,164,135,3,134,17,4
505,164,118,4,134,2,4
506,164,335,2,134,5,4
507,164,348,5,135,1,4
508,164,137,4,137,19,4
509,164,348,8,138,1,4
510,164,126,2,142,8,4
511,164,123,2,138,10,4
512,164,121,4,141,6,4
513,164,140,4,142,9,4
514,164,143,2,144,7,4
515,164,132,3,144,16,4
516,164,135,3,144,16,4
517,164,326,4,144,2,4
518,164,340,5,144,3,4
519,164,131,4,144,16,4
520,164,120,3,154,28,4
521,164,134,6,146,19,4
522,164,133,3,160,24,4
523,164,125,4,152,17,4
524,164,123,6,152,18,4
525,164,124,6,153,14,4
526,164,137,4,154,9,4
527,164,123,4,156,9,4
528,164,120,8,163,29,4
529,164,120,8,163,30,4
530,164,120,8,163,31,4
531,164,129,4,159,8,4
532,164,138,4,159,9,4
533,164,141,2,162,9,4
534,164,137,2,162,14,4
535,164,139,4,162,15,4
536,164,127,3,162,7,4
537,164,127,3,162,8,4
538,164,127,8,160,25,4
539,164,127,4,162,9,4
540,164,127,4,168,19,4
541,164,135,2,169,7,4
542,164,137,4,171,13,4
543,164,138,4,171,13,4
544,164,140,4,171,13,4
545,164,128,3,177,12,4
546,164,129,4,177,11,4
547,164,125,4,178,8,4
548,164,121,2,179,5,4
549,164,141,2,187,10,4
550,164,122,4,187,10,4
551,164,121,3,188,2,4
552,164,124,6,199,10,4
553,164,124,4,199,9,4
554,164,128,4,204,8,4
555,164,139,6,204,11,4
556,164,139,4,204,10,4
557,164,159,6,204,17,4
558,164,146,2,202,1,4
559,164,121,2,224,5,4
560,164,122,4,226,7,4
561,164,139,2,261,5,4
562,164,126,8,295,27,4
563,164,340,4,317,6,4
564,164,128,6,340,6,4
565,164,2002,2,387,B3,4
566,164,123,4,408,5,4
567,164,1330,4,423,5,4
568,164,133,8,485,28,4
569,164,137,6,485,33,4
570,164,139,4,485,32,4
571,164,139,4,485,33,4
572,164,1310,6,574,6,4
573,164,106,2,758,10,4
574,164,146,8,941,30,4
575,164,146,8,941,31,4
576,164,152,2,100,3,4
577,164,138,2,140,33,4
578,164,124,2,150,10,4
579,107,203,1,77,8,1
580,107,236,1,78,20,1
581,107,236,1,78,20,1
582,107,233,1,78,15,1
583,107,237,1,79,30,1
584,107,207,1,83,7,1
585,107,207,1,83,7,1
586,107,237,1,83,11,1
587,107,236,1,83,10,1
588,107,2006,1,87,GA,1
589,107,243,1,88,14,1
590,107,210,1,88,5,1
591,107,203,1,89,1,1
592,107,2005,1,92,GA,1
593,107,2009,13,94,SR,1
594,107,93,1,101,QQ,1
595,107,2006,10,95,GA,1
596,107,242,1,97,10,1
597,107,241,1,99,19,1
598,107,241,1,101,18,1
599,107,241,1,103,17,1
600,107,204,1,102,1,1
601,107,2005,4,102,GA,1
602,107,241,1,105,16,1
603,107,242,1,106,16,1
604,107,0,2,106,48,1
605,107,2009,24,106,GA,1
606,107,203,2,111,9,1
607,107,206,2,115,9,1
608,107,207,1,110,1,1
609,107,2005,12,110,GA,1
610,107,2006,12,110,GA,1
611,107,203,4,116,10,1
612,107,207,2,116,10,1
613,107,238,2,111,28,1
614,107,205,3,118,10,1
615,107,207,2,119,9,1
616,107,233,2,121,14,1
617,107,203,4,121,6,1
618,107,205,4,121,5,1
619,107,206,6,117,10,1
620,107,209,2,118,10,1
621,107,208,4,118,10,1
622,107,239,6,117,46,1
623,107,207,2,123,9,1
624,107,2005,12,119,GA,1
625,107,2009,30,119,GA,1
626,107,241,1,119,3,1
627,107,2006,6,119,GA,1
628,107,210,2,125,7,1
629,107,202,2,125,8,1
630,107,207,4,119,10,1
631,107,203,4,125,9,1
632,107,203,2,125,7,1
633,107,206,4,120,10,1
634,107,204,5,121,10,1
635,107,203,4,127,8,1
636,107,242,2,121,29,1
637,107,205,3,122,9,1
638,107,203,7,122,10,1
639,107,204,2,128,2,1
640,107,209,4,123,9,1
641,107,203,3,124,9,1
642,107,238,2,125,30,1
643,107,2006,18,124,GA,1
644,107,242,10,124,28,1
645,107,207,2,124,1,1
646,107,205,4,124,11,1
647,107,241,6,124,48,1
648,107,209,4,125,8,1
649,107,207,4,125,7,1
650,107,206,4,126,7,1
651,107,212,2,144,8,1
652,107,202,4,127,7,1
653,107,89,8,128,PP,1
654,107,2005,7,128,GA,1
655,107,232,4,128,10,1
656,107,202,3,128,7,1
657,107,209,2,128,6,1
658,107,210,2,129,13,1
659,107,210,2,129,14,1
660,107,204,8,129,7,1
661,107,206,7,130,6,1
662,107,202,6,131,6,1
663,107,238,3,132,5,1
664,107,203,3,132,4,1
665,107,212,2,149,5,1
666,107,243,1,132,4,1
667,107,232,4,132,9,1
668,107,0,2,132,28,1
669,107,90,3,131,RR,1
670,107,92,2,131,SS,1
671,107,243,2,132,38,1
672,107,206,5,132,4,1
673,107,206,4,137,7,1
674,107,206,7,133,3,1
675,107,230,2,145,9,1
676,107,210,2,147,2,1
677,107,94,1,140,XX,1
678,107,90,3,135,NN,1
679,107,227,3,140,5,1
680,107,242,3,151,24,1
681,107,236,3,151,26,1
682,107,212,3,157,11,1
683,107,239,2,157,42,1
684,107,91,4,139,WW,1
685,107,90,3,140,SS,1
686,107,212,4,136,8,1
687,107,237,4,140,30,1
688,107,241,2,140,13,1
689,107,93,2,139,KK,1
690,107,208,4,148,8,1
691,107,241,2,160,44,1
692,107,97,1,152,BB,1
693,107,202,2,160,7,1
694,107,329,3,141,C,1
695,107,87,2,161,UU,1
696,107,201,2,162,6,1
697,107,91,6,143,TT,1
698,107,237,2,147,15,1
699,107,93,2,163,VV,1
700,107,227,3,149,7,1
701,107,242,4,141,22,1
702,107,242,2,164,33,1
703,107,242,2,164,33,1
704,107,242,2,164,34,1
705,107,242,2,164,34,1
706,107,242,2,164,38,1
707,107,243,2,164,35,1
708,107,87,2,164,RR,1
709,107,203,2,164,3,1
710,107,94,1,151,WW,1
711,107,232,4,148,11,1
712,107,206,6,154,6,1
713,107,203,1,167,6,1
714,107,230,2,150,6,1
715,107,87,2,168,TT,1
716,107,239,2,168,38,1
717,107,228,2,148,6,1
718,107,242,4,152,21,1
719,107,201,2,169,5,1
720,107,203,2,169,4,1
721,107,203,2,169,4,1
722,107,0,2,152,8,1
723,107,102,1,153,KK,1
724,107,242,4,153,21,1
725,107,202,2,170,4,1
726,107,202,2,170,5,1
727,107,211,4,162,12,1
728,107,238,2,170,39,1
729,107,239,2,170,37,1
730,107,94,2,153,KK,1
731,107,242,2,171,29,1
732,107,242,2,171,30,1
733,107,242,2,171,30,1
734,107,93,2,155,NN,1
735,107,211,2,154,7,1
736,107,243,2,171,33,1
737,107,243,2,171,34,1
738,107,243,2,171,34,1
739,107,238,2,171,26,1
740,107,203,2,171,5,1
741,107,204,2,171,10,1
742,107,94,1,154,KK,1
743,107,229,2,155,15,1
744,107,202,4,174,15,1
745,107,236,4,159,17,1
746,107,241,2,175,31,1
747,107,204,2,175,6,1
748,107,204,2,175,9,1
749,107,204,2,175,9,1
750,107,204,2,175,9,1
751,107,204,2,175,9,1
752,107,237,2,175,20,1
753,107,237,2,175,20,1
754,107,236,2,175,23,1
755,107,229,1,153,6,1
756,107,238,2,175,23,1
757,107,227,2,157,18,1
758,107,202,3,176,9,1
759,107,202,3,176,9,1
760,107,212,2,158,3,1
761,107,238,1,176,20,1
762,107,205,14,165,7,1
763,107,218,1,159,10,1
764,107,93,4,159,JJ,1
765,107,335,2,160,B,1
766,107,230,2,160,5,1
767,107,341,2,160,C,1
768,107,92,3,161,P P,1
769,107,202,4,179,14,1
770,107,0,2,161,6,1
771,107,90,4,179,XX,1
772,107,237,4,161,6,1
773,107,213,1,162,12,1
774,107,224,2,171,7,1
775,107,205,13,168,7,1
776,107,237,6,159,25,1
777,107,95,1,162,PP,1
778,107,323,2,166,B,1
779,107,243,2,165,10,1
780,107,88,7,162,VV,1
781,107,92,2,162,JJ,1
782,107,241,4,181,44,1
783,107,243,3,181,39,1
784,107,206,6,167,5,1
785,107,242,2,182,26,1
786,107,206,2,182,10,1
787,107,242,2,182,27,1
788,107,237,2,182,19,1
789,107,206,2,182,2,1
790,107,202,3,182,7,1
791,107,226,2,165,9,1
792,107,236,2,182,22,1
793,107,202,4,182,5,1
794,107,203,3,182,3,1
795,107,238,2,182,18,1
796,107,238,2,182,18,1
797,107,238,2,182,18,1
798,107,94,2,182,XX,1
799,107,237,4,166,6,1
800,107,205,12,171,6,1
801,107,212,2,184,15,1
802,107,243,4,184,40,1
803,107,90,3,184,TT,1
804,107,91,4,184,UU,1
805,107,213,1,169,8,1
806,107,214,4,179,10,1
807,107,225,2,168,8,1
808,107,237,2,168,13,1
809,107,94,1,169,VV,1
810,107,215,2,166,15,1
811,107,333,2,178,D,1
812,107,232,2,167,11,1
813,107,204,2,186,5,1
814,107,206,2,186,7,1
815,107,206,2,186,7,1
816,107,206,2,186,8,1
817,107,206,2,186,9,1
818,107,241,4,186,30,1
819,107,205,10,174,6,1
820,107,203,3,186,10,1
821,107,205,3,186,14,1
822,107,333,8,167,F,1
823,107,202,6,188,15,1
824,107,203,4,188,4,1
825,107,335,3,165,F,1
826,107,205,17,176,5,1
827,107,242,4,189,34,1
828,107,333,8,170,G,1
829,107,203,3,189,8,1
830,107,90,3,189,SS,1
831,107,243,4,190,38,1
832,107,329,1,171,D,1
833,107,238,3,190,23,1
834,107,238,3,190,23,1
835,107,89,4,190,VV,1
836,107,87,7,191,XX,1
837,107,243,3,191,36,1
838,107,93,6,182,RR,1
839,107,90,10,172,UU,1
840,107,3,10,172,K,1
841,107,237,2,193,16,1
842,107,237,2,193,16,1
843,107,237,2,193,16,1
844,107,206,2,193,1,1
845,107,238,4,193,24,1
846,107,206,4,193,9,1
847,107,236,3,193,23,1
848,107,211,2,193,10,1
849,107,242,4,193,30,1
850,107,93,2,193,LL,1
851,107,93,2,193,LL,1
852,107,93,2,175,EE,1
853,107,207,2,193,6,1
854,107,238,2,193,13,1
855,107,238,2,193,16,1
856,107,204,3,193,5,1
857,107,93,2,193,PP,1
858,107,93,2,193,PP,1
859,107,206,3,193,8,1
860,107,243,3,193,26,1
861,107,237,2,193,13,1
862,107,237,4,193,27,1
863,107,90,6,194,VV,1
864,107,243,4,194,34,1
865,107,227,8,179,18,1
866,107,0,2,185,11,1
867,107,227,1,179,6,1
868,107,95,2,172,SS,1
869,107,221,3,178,18,1
870,107,211,2,196,9,1
871,107,87,3,196,TT,1
872,107,204,4,197,3,1
873,107,204,4,197,3,1
874,107,204,4,197,4,1
875,107,93,4,197,VV,1
876,107,402,3,188,A,1
877,107,0,2,179,3,1
878,107,414,10,179,C,1
879,107,94,4,187,SS,1
880,107,241,2,179,24,1
881,107,3,8,190,J,1
882,107,214,2,180,12,1
883,107,93,2,184,EE,1
884,107,217,3,182,15,1
885,107,93,2,204,HH,1
886,107,238,4,204,17,1
887,107,212,2,204,6,1
888,107,202,17,204,15,1
889,107,238,2,204,12,1
890,107,238,2,204,12,1
891,107,212,2,204,3,1
892,107,232,2,204,12,1
893,107,237,2,204,10,1
894,107,232,2,204,4,1
895,107,232,2,204,8,1
896,107,93,4,204,TT,1
897,107,236,3,204,18,1
898,107,237,4,204,19,1
899,107,212,2,205,7,1
900,107,237,6,186,3,1
901,107,87,6,206,VV,1
902,107,212,4,207,4,1
903,107,223,3,207,11,1
904,107,229,2,207,7,1
905,107,414,8,187,C,1
906,107,241,23,208,45,1
907,107,202,23,208,13,1
908,107,207,2,208,1,1
909,107,207,2,208,1,1
910,107,87,3,208,PP,1
911,107,87,3,208,PP,1
912,107,230,2,208,2,1
913,107,230,2,208,5,1
914,107,230,2,208,6,1
915,107,212,2,208,4,1
916,107,212,2,208,4,1
917,107,236,4,208,16,1
918,107,207,3,208,6,1
919,107,233,2,208,3,1
920,107,237,2,174,22,1
921,107,227,2,210,1,1
922,107,2,2,190,K,1
923,107,242,2,176,47,1
924,107,226,2,190,15,1
925,107,93,2,190,FF,1
926,107,95,2,190,SS,1
927,107,94,2,190,SS,1
928,107,410,3,204,B,1
929,107,87,6,213,UU,1
930,107,232,2,213,12,1
931,107,158,2,193,LL,1
932,107,242,2,178,45,1
933,107,87,8,214,WW,1
934,107,212,6,214,14,1
935,107,94,6,199,PP,1
936,107,206,7,215,7,1
937,107,207,4,215,5,1
938,107,211,10,195,12,1
939,107,94,3,215,XX,1
940,107,213,4,193,10,1
941,107,203,32,215,13,1
942,107,2,2,215,N,1
943,107,226,6,195,14,1
944,107,94,2,215,LL,1
945,107,94,2,215,LL,1
946,107,87,3,215,NN,1
947,107,87,3,215,NN,1
948,107,209,2,215,14,1
949,107,236,3,215,17,1
950,107,2,2,195,H,1
951,107,237,2,180,18,1
952,107,242,2,180,43,1
953,107,94,2,196,PP,1
954,107,225,5,194,11,1
955,107,229,7,218,13,1
956,107,242,2,182,41,1
957,107,237,2,183,16,1
958,107,238,4,219,16,1
959,107,94,3,219,WW,1
960,107,2,2,219,M,1
961,107,203,31,219,12,1
962,107,4,2,219,F,1
963,107,4,2,219,H,1
964,107,87,7,219,SS,1
965,107,2,2,201,J,1
966,107,236,2,219,9,1
967,107,93,4,219,NN,1
968,107,93,4,219,NN,1
969,107,241,6,219,43,1
970,107,93,2,183,XX,1
971,107,226,2,199,12,1
972,107,211,4,195,10,1
973,107,94,2,200,NN,1
974,107,227,4,201,4,1
975,107,412,2,201,B,1
976,107,93,2,202,FF,1
977,107,331,1,207,C,1
978,107,900,6,204,SR,1
979,107,900,2,204,SR,1
980,107,94,2,204,PP,1
981,107,333,4,208,A,1
982,107,230,6,225,14,1
983,107,227,3,225,1,1
984,107,215,4,199,13,1
985,107,161,4,206,HH,1
986,107,90,4,206,MM,1
