ticket_id,event_id,section,available,price,row,seller_id
987,107,94,4,226,SS,1
988,107,225,2,226,14,1
989,107,225,2,226,14,1
990,107,210,3,226,2,1
991,107,237,2,226,7,1
992,107,237,2,226,7,1
993,107,94,4,226,UU,1
994,107,94,4,226,UU,1
995,107,237,3,226,10,1
996,107,94,2,226,GG,1
997,107,237,6,226,17,1
998,107,163,2,226,LL,1
999,107,104,2,201,PP,1
1000,107,232,4,226,4,1
1001,107,241,6,226,42,1
1002,107,2,1,206,M,1
1003,107,212,2,207,15,1
1004,107,217,3,208,11,1
1005,107,900,7,206,GA,1
1006,107,94,2,209,EE,1
1007,107,223,3,209,1,1
1008,107,95,2,230,LL,1
1009,107,4,2,211,J,1
1010,107,87,6,230,MM,1
1011,107,238,5,230,10,1
1012,107,900,1,221,GA,1
1013,107,243,2,230,8,1
1014,107,237,4,230,10,1
1015,107,329,2,230,A,1
1016,107,236,2,230,8,1
1017,107,236,2,230,8,1
1018,107,222,2,230,8,1
1019,107,240,2,230,6,1
1020,107,93,2,195,WW,1
1021,107,215,2,210,11,1
1022,107,900,4,211,SR,1
1023,107,94,2,212,GG,1
1024,107,212,2,212,13,1
1025,107,3,2,217,E,1
1026,107,225,1,217,5,1
1027,107,227,4,235,13,1
1028,107,162,4,236,MM,1
1029,107,225,2,237,5,1
1030,107,238,21,237,19,1
1031,107,226,2,237,11,1
1032,107,226,2,237,7,1
1033,107,162,2,237,HH,1
1034,107,209,4,237,17,1
1035,107,237,6,237,16,1
1036,107,93,6,237,PP,1
1037,107,5,2,237,K,1
1038,107,237,2,237,5,1
1039,107,237,2,237,5,1
1040,107,94,4,237,PP,1
1041,107,94,4,237,QQ,1
1042,107,94,4,237,QQ,1
1043,107,94,4,237,QQ,1
1044,107,237,2,237,6,1
1045,107,237,2,237,6,1
1046,107,225,2,237,10,1
1047,107,95,2,237,JJ,1
1048,107,222,4,216,9,1
1049,107,104,2,212,MM,1
1050,107,212,2,216,12,1
1051,107,231,4,216,9,1
1052,107,227,2,216,11,1
1053,107,211,2,216,8,1
1054,107,228,2,216,9,1
1055,107,214,2,216,12,1
1056,107,900,4,218,SR,1
1057,107,2,2,220,J,1
1058,107,87,6,241,LL,1
1059,107,226,2,241,13,1
1060,107,213,2,241,7,1
1061,107,95,4,241,UU,1
1062,107,325,2,241,C,1
1063,107,93,4,241,KK,1
1064,107,227,4,241,6,1
1065,107,237,4,241,8,1
1066,107,325,2,241,F,1
1067,107,237,4,241,8,1
1068,107,230,2,241,1,1
1069,107,94,6,241,UU,1
1070,107,95,2,241,HH,1
1071,107,94,4,241,RR,1
1072,107,900,1,223,SRO,1
1073,107,211,2,205,16,1
1074,107,160,2,243,KK,1
1075,107,217,3,243,13,1
1076,107,102,4,220,MM,1
1077,107,162,4,220,FF,1
1078,107,408,2,223,B,1
1079,107,94,2,221,EE,1
1080,107,212,2,221,12,1
1081,107,215,2,231,2,1
1082,107,228,2,223,8,1
1083,107,162,3,236,DD,1
1084,107,162,4,247,HH,1
1085,107,900,4,225,SR,1
1086,107,406,2,248,B,1
1087,107,410,4,248,D,1
1088,107,161,2,248,DD,1
1089,107,94,2,248,CC,1
1090,107,94,2,248,EE,1
1091,107,323,2,248,A,1
1092,107,95,4,248,TT,1
1093,107,233,6,248,3,1
1094,107,237,2,248,4,1
1095,107,208,6,248,5,1
1096,107,93,8,248,NN,1
1097,107,207,9,248,6,1
1098,107,94,2,209,RR,1
1099,107,900,4,225,GA1,1
1100,107,93,2,210,RR,1
1101,107,211,2,210,14,1
1102,107,408,2,249,B,1
1103,107,7,2,226,G,1
1104,107,215,2,226,5,1
1105,107,213,6,226,8,1
1106,107,217,4,226,14,1
1107,107,93,2,227,LL,1
1108,107,93,2,227,KK,1
1109,107,227,4,250,11,1
1110,107,408,4,250,C,1
1111,107,3,10,240,J,1
1112,107,226,4,250,12,1
1113,107,158,2,251,JJ,1
1114,107,6,4,228,G,1
1115,107,7,2,228,F,1
1116,107,6,2,230,J,1
1117,107,410,2,251,B,1
1118,107,231,4,228,8,1
1119,107,900,3,232,SRO,1
1120,107,900,4,232,SRO,1
1121,107,208,8,252,6,1
1122,107,214,2,252,9,1
1123,107,213,4,252,5,1
1124,107,160,4,252,JJ,1
1125,107,404,4,252,D,1
1126,107,214,2,252,11,1
1127,107,227,5,252,2,1
1128,107,94,6,252,QQ,1
1129,107,95,2,252,EE,1
1130,107,6,2,252,J,1
1131,107,231,2,252,1,1
1132,107,403,2,252,E,1
1133,107,2,4,252,L,1
1134,107,160,2,252,EE,1
1135,107,103,4,226,JJ,1
1136,107,161,2,230,JJ,1
1137,107,161,2,230,HH,1
1138,107,213,6,230,6,1
1139,107,211,4,231,7,1
1140,107,80,2,245,E,1
1141,107,223,6,236,5,1
1142,107,160,4,226,GG,1
1143,107,102,4,233,JJ,1
1144,107,225,6,235,3,1
1145,107,407,2,259,B,1
1146,107,210,10,259,12,1
1147,107,94,4,259,HH,1
1148,107,159,2,235,DD,1
1149,107,2,3,259,H,1
1150,107,93,8,259,LL,1
1151,107,160,2,259,CC,1
1152,107,6,2,259,G,1
1153,107,218,3,236,1,1
1154,107,71,2,260,K,1
1155,107,71,2,260,K,1
1156,107,211,2,220,12,1
1157,107,157,4,231,HH,1
1158,107,237,4,263,5,1
1159,107,94,4,263,GG,1
1160,107,93,6,263,GG,1
1161,107,402,4,263,D,1
1162,107,101,4,263,KK,1
1163,107,223,2,263,7,1
1164,107,402,2,263,C,1
1165,107,214,2,263,3,1
1166,107,403,2,263,C,1
1167,107,101,4,263,LL,1
1168,107,79,4,253,H,1
1169,107,225,2,240,11,1
1170,107,226,4,240,17,1
1171,107,218,6,245,4,1
1172,107,160,2,240,NN,1
1173,107,94,4,240,XX,1
1174,107,229,4,240,12,1
1175,107,218,2,240,14,1
1176,107,101,4,224,LL,1
1177,107,6,2,242,K,1
1178,107,80,4,257,G,1
1179,107,215,4,244,10,1
1180,107,222,2,244,3,1
1181,107,214,2,270,4,1
1182,107,102,2,270,EE,1
1183,107,214,2,270,5,1
1184,107,237,10,270,12,1
1185,107,209,8,270,7,1
1186,107,214,2,270,8,1
1187,107,97,2,270,PP,1
1188,107,208,7,270,1,1
1189,107,105,2,270,JJ,1
1190,107,159,2,245,GG,1
1191,107,218,4,270,12,1
1192,107,150,4,245,MM,1
1193,107,102,4,245,LL,1
1194,107,215,2,270,11,1
1195,107,237,11,270,10,1
1196,107,3,10,260,H,1
1197,107,214,2,270,2,1
1198,107,214,2,270,2,1
1199,107,160,2,270,DD,1
1200,107,217,6,246,1,1
1201,107,158,2,240,FF,1
1202,107,211,2,230,10,1
1203,107,215,2,230,19,1
1204,107,94,2,248,CC,1
1205,107,94,5,248,LL,1
1206,107,98,4,274,FF,1
1207,107,215,4,274,12,1
1208,107,226,2,274,1,1
1209,107,215,4,274,8,1
1210,107,226,2,274,1,1
1211,107,215,2,274,10,1
1212,107,137,2,274,JJ,1
1213,107,215,2,274,12,1
1214,107,223,2,274,11,1
1215,107,223,5,248,10,1
1216,107,73,2,275,K,1
1217,107,132,4,249,MM,1
1218,107,100,4,249,KK,1
1219,107,162,6,265,CC,1
1220,107,161,2,250,KK,1
1221,107,94,4,250,WW,1
1222,107,161,4,253,GG,1
1223,107,7,4,258,G,1
1224,107,135,4,254,FF,1
1225,107,99,2,255,EE,1
1226,107,79,4,255,K,1
1227,107,218,2,255,14,1
1228,107,410,3,281,B,1
1229,107,136,4,281,FF,1
1230,107,214,6,281,11,1
1231,107,107,2,281,GG,1
1232,107,224,4,281,11,1
1233,107,224,4,281,6,1
1234,107,110,2,281,JJ,1
1235,107,105,2,255,CC,1
1236,107,75,2,282,F,1
1237,107,215,3,257,2,1
1238,107,215,2,239,17,1
1239,107,411,3,284,A,1
1240,107,216,6,258,4,1
1241,107,216,2,285,15,1
1242,107,3,8,274,H,1
1243,107,139,2,285,DD,1
1244,107,7,2,285,K,1
1245,107,102,4,285,KK,1
1246,107,157,1,258,PP,1
1247,107,102,4,285,LL,1
1248,107,237,6,285,4,1
1249,107,227,5,285,1,1
1250,107,107,2,261,FF,1
1251,107,107,2,261,GG,1
1252,107,160,2,260,JJ,1
1253,107,403,2,260,C,1
1254,107,94,4,260,SS,1
1255,107,225,4,260,9,1
1256,107,215,6,260,13,1
1257,107,98,3,289,KK,1
1258,107,132,1,263,NN,1
1259,107,161,2,266,FF,1
1260,107,98,4,264,PP,1
1261,107,161,4,264,NN,1
1262,107,217,4,264,11,1
1263,107,211,6,264,10,1
1264,107,401,3,292,D,1
1265,107,216,2,292,14,1
1266,107,402,3,292,C,1
1267,107,7,2,292,E,1
1268,107,7,2,292,J,1
1269,107,71,2,292,E,1
1270,107,325,4,292,A,1
1271,107,163,10,294,KK,1
1272,107,215,2,249,15,1
1273,107,6,4,296,G,1
1274,107,403,3,296,D,1
1275,107,216,2,296,8,1
1276,107,106,2,296,DD,1
1277,107,126,4,296,JJ,1
1278,107,110,2,296,DD,1
1279,107,93,4,269,RR,1
1280,107,135,2,269,GG,1
1281,107,73,2,269,F,1
1282,107,124,2,269,NN,1
1283,107,161,4,271,JJ,1
1284,107,98,4,271,MM,1
1285,107,162,8,299,KK,1
1286,107,213,12,271,17,1
1287,107,239,6,275,49,1
1288,107,128,3,272,CC,1
1289,107,241,6,275,49,1
1290,107,241,1,272,30,1
1291,107,242,1,272,30,1
1292,107,0,4,272,8,1
1293,107,0,2,272,C,1
1294,107,3,9,288,G,1
1295,107,98,3,272,HH,1
1296,107,408,2,272,A,1
1297,107,409,3,301,A,1
1298,107,6,4,303,D,1
1299,107,137,4,303,DD,1
1300,107,127,2,277,NN,1
1301,107,216,2,303,5,1
1302,107,160,3,303,CC,1
1303,107,121,2,303,EE,1
1304,107,216,2,303,10,1
1305,107,216,2,303,11,1
1306,107,216,2,303,11,1
1307,107,7,2,278,J,1
1308,107,7,2,278,K,1
1309,107,162,4,278,EE,1
1310,107,11,2,278,G,1
1311,107,217,2,307,10,1
1312,107,217,2,307,2,1
1313,107,217,4,307,11,1
1314,107,123,4,307,HH,1
1315,107,158,2,279,BB,1
1316,107,93,4,279,QQ,1
1317,107,215,2,259,13,1
1318,107,161,2,259,MM,1
1319,107,134,4,283,KK,1
1320,107,119,1,310,FF,1
1321,107,129,2,286,KK,1
1322,107,212,2,283,2,1
1323,107,104,2,283,DD,1
1324,107,161,4,284,GG,1
1325,107,139,2,314,CC,1
1326,107,4,12,314,J,1
1327,107,8,2,314,H,1
1328,107,4,14,314,K,1
1329,107,7,2,288,E,1
1330,107,102,4,288,NN,1
1331,107,97,2,318,BB,1
1332,107,98,3,288,NN,1
1333,107,99,3,288,RR,1
1334,107,93,4,288,MM,1
1335,107,213,4,288,9,1
1336,107,7,2,269,J,1
1337,107,77,4,321,L,1
1338,107,161,4,291,FF,1
1339,107,74,2,293,G,1
1340,107,74,4,294,L,1
1341,107,6,6,325,F,1
1342,107,129,2,292,FF,1
1343,107,97,4,325,LL,1
1344,107,414,16,295,B,1
1345,107,100,2,298,GG,1
1346,107,93,4,298,JJ,1
1347,107,94,8,329,DD,1
1348,107,159,6,298,LL,1
1349,107,6,6,329,E,1
1350,107,218,2,279,18,1
1351,107,7,4,336,E,1
1352,107,11,2,306,F,1
1353,107,71,2,304,G,1
1354,107,161,6,307,PP,1
1355,107,98,3,307,LL,1
1356,107,216,2,308,8,1
1357,107,76,2,340,C,1
1358,107,163,6,309,FF,1
1359,107,101,2,312,FF,1
1360,107,218,2,289,16,1
1361,107,404,6,344,C,1
1362,107,97,4,347,EE,1
1363,107,163,6,348,CC,1
1364,107,102,6,317,JJ,1
1365,107,218,2,299,14,1
1366,107,162,12,322,PP,1
1367,107,9,4,324,H,1
1368,107,216,4,358,1,1
1369,107,238,2,338,14,1
1370,107,310,2,321,4,1
1371,107,218,2,309,12,1
1372,107,9,2,336,E,1
1373,107,158,4,336,EE,1
1374,107,409,5,336,B,1
1375,107,164,8,336,LL,1
1376,107,7,4,336,D,1
1377,107,12,4,379,H,1
1378,107,407,5,346,D,1
1379,107,119,4,346,HH,1
1380,107,133,4,346,KK,1
1381,107,74,4,384,H,1
1382,107,158,4,351,CC,1
1383,107,160,2,360,DD,1
1384,107,157,5,360,PP,1
1385,107,405,4,360,D,1
1386,107,409,2,360,A,1
1387,107,237,4,376,9,1
1388,107,209,2,362,5,1
1389,107,10,2,381,D,1
1390,107,12,4,403,G,1
1391,107,56,2,367,K,1
1392,107,13,4,384,L,1
1393,107,12,1,382,C,1
1394,107,9,3,365,1,1
1395,107,309,4,365,4,1
1396,107,112,2,364,NN,1
1397,107,0,2,390,4,1
1398,107,408,4,375,B,1
1399,107,102,4,407,PP,1
1400,107,13,4,417,J,1
1401,107,10,2,379,H,1
1402,107,61,1,420,D,1
1403,107,74,2,384,J,1
1404,107,13,2,386,K,1
1405,107,49,2,389,M,1
1406,107,67,4,404,J,1
1407,107,50,1,391,E,1
1408,107,72,4,391,H,1
1409,107,50,2,435,J,1
1410,107,129,4,402,NN,1
1411,107,14,4,435,J,1
1412,107,66,4,414,L,1
1413,107,47,2,403,F,1
1414,107,9,2,379,M,1
1415,107,242,2,408,1,1
1416,107,54,2,424,F,1
1417,107,9,4,408,G,1
1418,107,16,2,410,C,1
1419,107,37,2,438,G,1
1420,107,9,2,394,L,1
1421,107,67,4,468,M,1
1422,107,10,4,427,K,1
1423,107,51,1,472,F,1
1424,107,67,2,446,A,1
1425,107,802,2,445,5,1
1426,107,100,4,432,QQ,1
1427,107,163,4,432,FF,1
1428,107,63,4,479,J,1
1429,107,9,2,409,J,1
1430,107,51,2,429,C,1
1431,107,52,4,429,G,1
1432,107,64,2,429,E,1
1433,107,38,1,440,G,1
1434,107,62,4,490,H,1
1435,107,307,4,483,3,1
1436,107,97,2,453,FF,1
1437,107,0,4,471,22,1
1438,107,20,4,458,E,1
1439,107,20,4,458,F,1
1440,107,409,10,456,D,1
1441,107,66,4,505,J,1
1442,107,52,2,505,D,1
1443,107,239,4,467,29,1
1444,107,226,2,467,12,1
1445,107,19,2,458,D,1
1446,107,802,2,460,3,1
1447,107,66,4,512,F,1
1448,107,12,2,516,A,1
1449,107,9,3,521,B,1
1450,107,9,3,521,B,1
1451,107,59,4,523,L,1
1452,107,80,4,524,C,1
1453,107,47,2,480,M,1
1454,107,410,6,480,D,1
1455,107,410,4,480,C,1
1456,107,38,2,534,D,1
1457,107,60,4,534,K,1
1458,107,43,4,534,J,1
1459,107,54,4,549,M,1
1460,107,50,4,571,L,1
1461,107,55,2,571,B,1
1462,107,65,4,578,E,1
1463,107,65,4,578,F,1
1464,107,51,1,592,B,1
1465,107,109,2,564,AA,1
1466,107,236,2,586,12,1
1467,107,236,2,586,12,1
1468,107,236,4,586,19,1
1469,107,210,2,586,17,1
1470,107,231,2,586,5,1
1471,107,204,4,586,6,1
1472,107,205,1,586,13,1
1473,107,13,2,600,A,1
1474,107,78,4,600,A,1
1475,107,15,4,543,L,1
1476,107,34,2,615,H,1
1477,107,46,3,624,M,1
1478,107,80,2,576,D,1
1479,107,21,4,637,G,1
1480,107,25,2,578,F,1
1481,107,39,4,655,L,1
1482,107,500,4,681,1,1
1483,107,50,3,681,F,1
1484,107,36,4,688,J,1
1485,107,210,3,658,10,1
1486,107,570,2,634,1,1
1487,107,34,4,634,M,1
1488,107,49,2,640,A,1
1489,107,0,2,655,2,1
1490,107,909,8,664,3,1
1491,107,30,4,743,M,1
1492,107,34,2,747,B,1
1493,107,909,5,677,2,1
1494,107,35,2,754,K,1
1495,107,32,4,765,G,1
1496,107,39,3,769,D,1
1497,107,64,4,734,C,1
1498,107,21,6,843,H,1
1499,107,36,2,846,A,1
1500,107,102,3,768,RR,1
1501,107,555,2,758,2,1
1502,107,546,1,794,3,1
1503,107,33,4,908,B,1
1504,107,805,4,919,5,1
1505,107,82,3,863,G,1
1506,107,82,10,864,K,1
1507,107,15,4,864,H,1
1508,107,9,8,864,L,1
1509,107,30,2,941,H,1
1510,107,39,3,941,M,1
1511,107,232,2,941,10,1
1512,107,232,4,941,10,1
1513,107,28,4,942,L,1
1514,107,23,4,942,E,1
1515,107,9,8,912,K,1
1516,107,51,3,955,M,1
1517,107,102,4,959,MM,1
1518,107,216,4,959,12,1
1519,107,225,2,959,16,1
1520,107,573,4,1439,2,1
1521,107,701,2,1632,5,1
1522,107,702,2,1632,6,1
1523,107,701,4,1639,3,1
1524,107,909,4,1668,1,1
1525,107,569,4,1823,1,1
1526,107,539,3,2202,3,1
1527,107,203,3,4435,8,1
1528,107,237,4,5028,11/12,1
1529,107,226,3,150,17,1
1530,107,215,2,180,14,1
1531,107,6,2,199,F,1
1532,107,220,2,225,18,1
1533,107,160,4,250,MM,1
